"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2002-Q2","2002Q2",674,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2003-Q2","2003Q2",18,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2003-Q3","2003Q3",1396,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2004-Q2","2004Q2",-1987,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2004-Q3","2004Q3",98,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2005-Q3","2005Q3",1255,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2006-Q3","2006Q3",392,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2007-Q3","2007Q3",6347,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2007-Q4","2007Q4",4324,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2008-Q3","2008Q3",3686,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2008-Q4","2008Q4",-1957,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2002-Q1","2002Q1",-143,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2003-Q1","2003Q1",5902,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2004-Q1","2004Q1",-2297,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2005-Q1","2005Q1",3686,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2005-Q2","2005Q2",-961,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2006-Q2","2006Q2",1542,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2007-Q2","2007Q2",3646,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2008-Q2","2008Q2",3786,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2009-Q2","2009Q2",4093,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","1999-Q2","1999Q2",1762,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2000-Q1","2000Q1",7233,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2000-Q2","2000Q2",2277,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2001-Q3","2001Q3",7154,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2001-Q4","2001Q4",6510,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2002-Q3","2002Q3",-248,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2002-Q4","2002Q4",-673,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2003-Q4","2003Q4",2529,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2004-Q4","2004Q4",69,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2005-Q4","2005Q4",1154,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2006-Q1","2006Q1",3509,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2006-Q4","2006Q4",-120,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2007-Q1","2007Q1",3035,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2008-Q1","2008Q1",3940,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2009-Q4","2009Q4",4252,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2010-Q4","2010Q4",3394,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2011-Q4","2011Q4",16923,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2012-Q1","2012Q1",10346,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2012-Q4","2012Q4",27073,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2013-Q1","2013Q1",2770,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2014-Q1","2014Q1",-6491,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2015-Q1","2015Q1",-1740,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2016-Q1","2016Q1",42053,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2016-Q2","2016Q2",14815,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2017-Q1","2017Q1",4756,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2017-Q2","2017Q2",-2260,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2009-Q3","2009Q3",4795,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2010-Q3","2010Q3",-2926,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2011-Q3","2011Q3",2333,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2012-Q3","2012Q3",2539,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2013-Q3","2013Q3",-181,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2013-Q4","2013Q4",-729,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2014-Q4","2014Q4",15624,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2015-Q4","2015Q4",5444,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2016-Q4","2016Q4",30546,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2017-Q4","2017Q4",8091,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2009-Q1","2009Q1",10854,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2010-Q1","2010Q1",-3022,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2010-Q2","2010Q2",3043,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2011-Q1","2011Q1",7129,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2011-Q2","2011Q2",-349,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2012-Q2","2012Q2",-1308,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2013-Q2","2013Q2",11552,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2014-Q2","2014Q2",-6538,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2014-Q3","2014Q3",4252,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2015-Q2","2015Q2",-19232,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2015-Q3","2015Q3",5997,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2016-Q3","2016Q3",11326,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2018-Q2","2018Q2",-3359,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2019-Q2","2019Q2",2493,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2020-Q2","2020Q2",-2860,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2020-Q3","2020Q3",1113,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2018-Q1","2018Q1",-8682,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2019-Q1","2019Q1",-1662,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2020-Q1","2020Q1",4039,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2017-Q3","2017Q3",171,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2018-Q3","2018Q3",-5931,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2018-Q4","2018Q4",3018,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2019-Q3","2019Q3",11075,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","L4SN","waarvan intragroupleningen","Q","Driemaandelijks","2019-Q4","2019Q4",-1193,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2000","2000",5470,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","1998","1998",4709,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","1999","1999",4936,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2001","2001",5771,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2002","2002",5932,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2003","2003",6077,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2004","2004",6351,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2005","2005",6513,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2006","2006",6697,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2007","2007",6842,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2008","2008",6880,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2012","2012",8002,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2013","2013",7767,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2014","2014",7862,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2015","2015",8326,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2016","2016",4843,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2017","2017",5665,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2009","2009",7348,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2010","2010",7694,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2011","2011",7530,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2018","2018",5606,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","A","Jaarlijks","2019","2019",6551,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","1999-Q4","1999Q4",3883,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2000-Q4","2000Q4",8185,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","1999-Q3","1999Q3",6447,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2000-Q3","2000Q3",-3077,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","1999-Q1","1999Q1",6382,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2001-Q1","2001Q1",4891,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2001-Q2","2001Q2",6115,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2002-Q2","2002Q2",8273,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2003-Q2","2003Q2",11958,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2003-Q3","2003Q3",3952,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2004-Q2","2004Q2",14249,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2004-Q3","2004Q3",-861,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2005-Q3","2005Q3",2954,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2006-Q3","2006Q3",4420,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2007-Q3","2007Q3",1382,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2007-Q4","2007Q4",7297,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2008-Q3","2008Q3",4429,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2008-Q4","2008Q4",2240,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2002-Q1","2002Q1",6436,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2003-Q1","2003Q1",5740,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2004-Q1","2004Q1",4284,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2005-Q1","2005Q1",13691,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2005-Q2","2005Q2",9153,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2006-Q2","2006Q2",8361,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2007-Q2","2007Q2",2623,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2008-Q2","2008Q2",9845,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2009-Q2","2009Q2",13623,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","1999-Q2","1999Q2",5773,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2000-Q1","2000Q1",7169,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2000-Q2","2000Q2",9964,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2001-Q3","2001Q3",2256,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2001-Q4","2001Q4",11632,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2002-Q3","2002Q3",-638,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2002-Q4","2002Q4",5338,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2003-Q4","2003Q4",7888,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2004-Q4","2004Q4",11987,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2005-Q4","2005Q4",2327,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2006-Q1","2006Q1",5249,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2006-Q4","2006Q4",7165,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2007-Q1","2007Q1",11224,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2008-Q1","2008Q1",3280,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2009-Q4","2009Q4",4589,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2010-Q4","2010Q4",10631,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2011-Q4","2011Q4",8813,,
