"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2012-Q1","2012Q1",5492,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2012-Q4","2012Q4",6012,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2013-Q1","2013Q1",6675,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2014-Q1","2014Q1",4847,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2015-Q1","2015Q1",8623,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2016-Q1","2016Q1",6644,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2016-Q2","2016Q2",5409,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2017-Q1","2017Q1",4729,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2017-Q2","2017Q2",3386,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2009-Q3","2009Q3",3149,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2010-Q3","2010Q3",3441,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2011-Q3","2011Q3",3749,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2012-Q3","2012Q3",-776,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2013-Q3","2013Q3",317,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2013-Q4","2013Q4",4072,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2014-Q4","2014Q4",4384,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2015-Q4","2015Q4",6172,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2016-Q4","2016Q4",6704,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2017-Q4","2017Q4",4787,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2009-Q1","2009Q1",12158,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2010-Q1","2010Q1",9011,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2010-Q2","2010Q2",5651,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2011-Q1","2011Q1",8462,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2011-Q2","2011Q2",10655,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2012-Q2","2012Q2",10235,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2013-Q2","2013Q2",4212,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2014-Q2","2014Q2",7359,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2014-Q3","2014Q3",891,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2015-Q2","2015Q2",5411,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2015-Q3","2015Q3",-1108,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2016-Q3","2016Q3",-2141,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2018-Q2","2018Q2",8078,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2019-Q2","2019Q2",7071,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2020-Q2","2020Q2",18790,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2020-Q3","2020Q3",3147,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2018-Q1","2018Q1",134,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2019-Q1","2019Q1",6822,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2020-Q1","2020Q1",2206,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2017-Q3","2017Q3",-3343,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2018-Q3","2018Q3",-1772,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2018-Q4","2018Q4",6025,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2019-Q3","2019Q3",1533,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A","Financiële activa","Q","Driemaandelijks","2019-Q4","2019Q4",8530,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2000","2000",62467,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","1998","1998",41820,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","1999","1999",52779,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2001","2001",69072,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2002","2002",74505,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2003","2003",103689,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2004","2004",124170,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2005","2005",127919,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2006","2006",136580,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2007","2007",147706,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2008","2008",180608,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2012","2012",221497,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2013","2013",226662,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2014","2014",244877,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2015","2015",279323,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2016","2016",317830,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2017","2017",298141,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2009","2009",192487,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2010","2010",171821,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2011","2011",211677,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2018","2018",284349,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","L4LN","waarvan intragroupleningen","A","Jaarlijks","2019","2019",273899,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","1998-Q4","1998Q4",80567,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","1999-Q4","1999Q4",82244,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2000-Q4","2000Q4",95585,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","1999-Q3","1999Q3",67604,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2000-Q3","2000Q3",98361,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","1999-Q1","1999Q1",81384,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2001-Q1","2001Q1",86609,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2001-Q2","2001Q2",87843,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2002-Q2","2002Q2",65681,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2003-Q2","2003Q2",59459,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2003-Q3","2003Q3",62105,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2004-Q2","2004Q2",78142,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2004-Q3","2004Q3",81440,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2005-Q3","2005Q3",84865,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2006-Q3","2006Q3",88523,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2007-Q3","2007Q3",101493,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2007-Q4","2007Q4",97065,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2008-Q3","2008Q3",92104,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2008-Q4","2008Q4",65549,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2002-Q1","2002Q1",77618,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2003-Q1","2003Q1",50894,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2004-Q1","2004Q1",74431,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2005-Q1","2005Q1",73480,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2005-Q2","2005Q2",77107,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2006-Q2","2006Q2",82971,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2007-Q2","2007Q2",103769,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2008-Q2","2008Q2",97801,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2009-Q2","2009Q2",31509,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","1999-Q2","1999Q2",69450,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2000-Q1","2000Q1",90644,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A511","Beursgenoteerde aandelen","Q","Driemaandelijks","2000-Q2","2000Q2",95002,,
