time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
1020,10000,1185931063.7382,206177,0.0088,80705.5140,250158240.0000,250413372.7527,250413372.7527,[0.4972] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 20.0%] [(26830..46440] - 22.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528658.6419
1032,10000,1197820659.3317,209157,5.4238,82348.3181,250158240.0000,253343548.1186,253343548.1186,[0.4915] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 20.0%] [(26830..46440] - 22.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528362.3273
1044,10000,1209869499.7108,212946,1.2195,92372.5578,250158240.0000,247668398.9561,247668398.9561,[0.4858] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 22.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526142.2887
1056,10000,1222027561.7998,217029,2.9168,94936.2187,250158240.0000,250541155.1804,250541155.1804,[0.4802] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 22.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524210.2575
1068,10000,1234290116.6068,222743,4.1721,104084.0168,250158240.0000,251648491.2206,251648491.2206,[0.4747] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 21.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526638.4539
1080,10000,1246671149.7787,225780,3.2136,99303.6539,250158240.0000,246708845.2158,246708845.2158,[0.4693] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 21.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526917.4537
1092,10000,1259209394.7638,228724,1.1452,93491.2720,250158240.0000,249538814.0299,249538814.0299,[0.4639] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 21.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525504.7071
1104,10000,1271907334.3721,233474,7.0732,109513.4256,250158240.0000,250782340.3045,250782340.3045,[0.4586] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 21.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526564.4087
1116,10000,1284626651.1478,238182,0.7617,110163.1944,250158240.0000,251870189.6927,251870189.6927,[0.4533] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527382.4727
1128,10000,1297539877.9116,244369,2.1772,116287.1713,250158240.0000,246432026.9351,246432026.9351,[0.4482] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526455.6500
1140,10000,1310555689.7392,251310,2.1361,109253.5915,250158240.0000,249239106.6402,249239106.6402,[0.4431] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524372.0695
1152,10000,1323750917.7108,254666,1.6693,122179.5184,250158240.0000,252091954.2135,252091954.2135,[0.4381] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526563.3322
1164,10000,1337027280.6121,260958,0.0904,137443.2472,250158240.0000,252021929.0493,252021929.0493,[0.4330] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 17.0%] [(26830..46440] - 19.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149529175.8522
1176,10000,1350506418.3835,267993,2.2109,142911.0317,250158240.0000,246082299.5165,246082299.5165,[0.4281] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 17.0%] [(26830..46440] - 19.0%] [(46440..) - 21.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527398.9888
1188,10000,1364059923.4674,272813,0.0448,124379.1172,250158240.0000,248908932.9721,248908932.9721,[0.4232] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 17.0%] [(26830..46440] - 19.0%] [(46440..) - 21.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525688.4162
1200,10000,1377731619.0492,278227,4.4494,149436.2891,250158240.0000,251238068.1174,251238068.1174,[0.4185] ,[(0..10190] - 0.0%] [(10190..15200] - 10.0%] [(15200..26830] - 17.0%] [(26830..46440] - 19.0%] [(46440..) - 21.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527209.6386
